content,sentiment
"baru download lagi dan gabisa login ke akun lama, pake no HP gabisa pake email juga gabisa. pdhl banyak file"" di line lama, tolong diperbaiki metode login nya dong!",0
sekarang login pakai nomor telepon tidak bisa dan login pakai email akun tidak tertauk jadi akun gak bisa dibuka parah jelek sekarang,0
kenapa ga bisa login pake nomor telepon???,0
"Rusak sudah, baru download kemaren pengen liat data2 yang lama malah gak bisa di tautkan via phone number dan email. dan hari ini benar2 eror gak bisa dipakaii...",0
susah login akun lama jadi ilang deh,0
"Stupid app, too complicated...suddenly suspends continuously, so stupid. What kind of system is this? No wonder this app isn't widely used, too stupid.",0
lebih cepat cari teman pakai people nearby,1
gabisa login aneh,0
busukknya,0
"aplikasi ga guna, ud g bs log in pakai nomor hp",0
Masaa g bisa login lewat nomer hp/ email,0
mo login doang ribet,0
"sesudah update: ujung-ujungnya diminta buat akun baru, terus game-game yang pernah connect sama akun line lama, stiker-stiker yang udah kebeli gimana? ini akun utamanya loh yang ga ada, masa harus pindah negara dulu baru bisa, kadang perlu akunnya, isi chat dalemnya gaperlu gapapa, ini samsek gabisa, aneh... ribet... sebelum update: udah coba login pakai Gmail, malah harus transfer data, udah ga login ke device mana-mana, mau konfirm sama transfer data dari mana coba, masa harus buat akun baru",0
Setahun lebih gak pakai aplikasi LINE. Hari ini buka aplikasi LINE. Daaaaaaang...what a surprise..!!?? Timeline kosong..gak ada fitur utk posting apapun lagi. Sediiiiiih...banyak memory disana. 😭😭😭😭 Whyyyyyy.....???!!!,0
apaan coba login ke akun dulu gak bisa lagi gajelas bangt,0
"ini klo ga buat kuliah udh gw buang jauh2 ini apk bgsttt, jelek dan menyulitkan pengguna bgt taik. Ga bisa login ke akun lama, ga bisa pake no.telp, baru bikin akun tapi tiba2 kena batasan ga bisa ngirim pesan sama sekali. Apk sampah. Udah gitu apk nya berat lagi. Bikin emosi aja njink.",0
"kembalikan login pakai nomor telepon, karna akun saya ga bisa saya loginin, karna hp nya ilang",0
"saya senang mempunyai aplikasi ini, mempermudah komunikasi dengan baik, makasih.",1
lumayan bagus tapi saya suka,1
"Tolong min di perbaharui aplikasi nya, karena tidak bisa masuk, dan tidak bisa di pindahkan akun lama ke HP baru, bagaimana HP nya rusak mau masuk ke HP baru.",0
"gak bisa login pakai Facebook atau no hp lagi,game yg tertaut hilang dan harus ngulang lagi 😡",0
gak bisa log innn pakai nomer giliran log in pakai email juga tetep gak bisa harus verifikasi ke device lama,0
"line aneh, akunku pakai nomor telpon, sudah ga bisa login lagi!!! jadinya akun line get richku hilang!!!! bintang 1 untuk line aneh",0
tolong di update biar bisa pake dua akun atau lebih.,1
"baru bgt pake apps, baru install juga. bikin akun udh 6x ke suspend semua, padahal belum ngapa ngapain",0
"download cuman buat login FC sih, makasih",1
"baru buat akun baru langsung dibanned ga bisa kirim pesan padahal baru ngechat, ga dikasih tau gara gara apa dan sampai kapan",0
"Login sulit + ada iklan nya, pantas sepi udah ga seperti dulu lagi RIP Line 🥀",0
"Ini susah amat mau masuk juga , kaga jelas nyesel download lagi",0
"Sudah saatnya tutup aplikasi, tarik dari PlayStore karena LINE yang sekarang udah menyedihkan",0
memang ga jelas login pakai nomer di negara indonesia sudah tidak bisa alias di hapus rasist banget aplikasi nya tolong yang baca ini kasi bintang 1 aja biar bangkrut ga tau power of indonesia ya....,0
ga bisa mengirim pesan,1
"makin gak jelas, orang aku udah tautin email malah di bilang ga tertaut terus sekarang juga ga bisa login pake nomer telpon.",0
"sekarang line ribet banget padahal cuma mau login! aku mau add official account juga gabisa, buruk banget gasukaaaa😭😭😭😭😭😭😭😭😭😭😭😭 padahal butuuh bangett, tolong dong di perbaiki",0
kenapa saya tidak bisa mendaftarkan no tlp saya?,0
"apaan bgt login pake nomor telepon udah gabisa, padahal penting bgt buat login ke akun lama",0
saya tidak bisa join ke grup dengan menggunakan link,0
RIBET KONTOLLLLLLLL,0
verifikasi nya berlebihan njir udh gitu otp gk bisa lagi,1
"apk bengak, kok temenku nak anuin akunnyo malah dak biso🤬🤬",0
bagus banget aku kasih lima orang,1
disaat mau masuk kembali ke Line malah harus pindah akun dari device utama. padahal dalam kondisi baru reset pabrik alhasil akun gak bisa diakses meskipun pegang kendali dan email serta sandi benar. sistemnya cacat,0
"CANT LOGIN VIA EMAIL, VIA PHONE NUMBER, SO HOW TO.LOGIN DEVV",0
tidak bisa berbuka,0
"2025-2026 not for ❌ vivo to save space, at workplace only use FB, IG and tiktok, no need Line (1) Line voom discontinued on sep 2023, how to monetize ?? (2) but really i cant in good conscience consume all the social media there is (3) spend hours to figure out what todo its irrelevant (4) tried again in 2022, 2023 still find it duplication of messaging app (5) (*) verdict only for 256 devices",0
"gimana ya? ini ga bisa login pakai nomor hp, harus login gimanaaaa",0
balikkan login Facebook aku sudah rugi jutaan di game lu perkara login aku line make Facebook y,0
"sorry bad application now. in indonesian can't login again verification with number!! and i can't login because i don't know, how can this? my account not backed up with gmail.",0
tidak ramah untuk pengguna baru,0
akun lama ku hilang bikin akun baru gak bisa loading terus akun get rich juga hilang,0
"Hai developer, kenapa saat saya menambahkan teman dengan id selalu muncul notif ""unknown error"" saya jadi tidak bisa menambah teman saya",0
tolong bisa login pakai nomor lagi dong dan permudah buat login lagi karena baru bisa install lagi,1
saya ga bsa login pkeeee nmr tlpn!!! kmpret mana hp lama udh gua jual!,0
susah di gunakan,0
"kenapa line tidak bisa di akses, silahkan periksaa koneksi internet anda, padah internet konek mi?",1
woi min admin kenapa gak bisa login pakek no telepon pepek. ilangin aja tuh fitur kalo gak bisa di pakek. yg ngotak sikit lah.,0
mau login gabisa.. kasian get rich ak gabisa dimainin😓,0
payah makin gak jelas ini aplikasi,0
baik,1
bisa gak pake no tlpn aja loh in nya knp skrg makin ribet sih alay makin lama makin sampah,0
udah gabisa login akun lama pake no.hp padahal sebelumnya masih bisa.. payah banget.. gabagus lama-lama.. stiker gua udah banyak dan banyak kontak penting-penting gua.. parahh,0
ingin terus pakai Line tp kok sepi ya...😞,0
"BALIKIN LINE KU, MASA MAU LOGIN PAKE NO HP GA BISA, TERUS LOGIN GMAIL GA BISA PADAHAL ITU EMAIL KE PAKE",0
tolong untuk login dari nomer hp di munculkan lagi...,0
"Login udah gak pake nomor telpon lagi,,, email juga gak masuk"",,, meski ulang dari awal lagi,,, kontak ilang lagi,,, adeuh dah",0
Jelek,0
BALIKIN LINE VOOM LINE STORY PLISSSS DEMI GUEEEEEEEEE,0
kasih balik fitur login no hp di indo min,0
masa gbisa login pke nomer hape indonesia si?? butuh bgt inj,0
"jelek sekarang udah gak bisa login pakai no tlp, padahal lg urgent nyari kontak temen #anjir lah",0
kembalikan login dengan menggunakan nomor handphone 🫵🫵🫵🫵🫵,0
"aplikasi payah, ga recomended, klo bukan karna metode login line, males banget berhubungan sama apk ini",0
"sangat sangat mempersulit orang yang pindah akun ke device baru tapi hp yang lama sudah rusak/hilang, karna sama skali tidak bisa pakai nomor telpon indo dan bahkan jika login pakai email tetap harus liat kode yg dkirimkan akun di hp lama, klo hpnya ilang atau rusak total gimana liat kodenya kocak ? emang tidak berfikir sampai sana ? aneh banget cara berfikir yang bikin sistemnya, payah !!",0
bagai mana cara masuk ke akun line lama saya ?.,0
"nyesel saya upgrade..line nya error..diapus install lg sama saja tetap error,mau msuk gal bisa lg pake nomor hp..",0
makin gak jelas,0
jelek banget tidak bisa login pakai nomer hp,0
"Bisa kah baca ulasan ini, tolong untuk di indonesia izinkan login menggu akan nomor telfon, karena aku gak bisa log in lagi. mana banyak foto kenangan dalam kaun line ku 😭😭",0
force close mulu,0
"sangat kecewa. padahal salah satu app favorit sejak 2015, tapi sekarang sudah tidak bisa login via nomor hp bahkan akun yang tertaut dengan gmail juga tidak bisa log in. padahal banyak foto, stiker yang sudah diupload dan dibeli disana. tolong perbaiki lagi team developernya untuk pengguna lama.",0
"apk tlol makkn lama makin bgo mau login aja mesti pake lerangkat lama, perangkat lama nya hilang gimana loginperangkat baru tlol",0
"login aja dibikin ribet banget, udh gitu lama banget lagi",0
update tambah jelek,0
sdh lama uninstal LINE smg skrg bs bwt akun LINE baru amin,0
tolong diperbaiki login nya dong admin😭 udh pernah pake tp di uninstall tapi pas donlod lagi masa ga bisa login sih.. gajelas bangett😭💔 kecewa berat geloo,0
GA JELAS BGT AKUN LAMA ILANG. LOGIN DIPERSULIT. GAUSAH PAKE INI LG,0
memorries,1
good,1
g bisa login akun lama,0
APL ga berguna.!,0
lemot ngeselin,0
"APK TOLOL BANYAK ERROR, KATANYA AKUN DIBLOKIR SEMENTARA TAPI UDAH HAMPIR SETENGAH TAHUN MASIH BELUM BISA LOGIN. TOLONG PERBAIKI!",0
akun lama gak bisa login lagi .. pdhal udh tertaut nomer dan Gmail .. apk mbulet .,0
"sumpah ini data penting banget kenapa ga bisa log in ke nomer ya, harus pake QR mana ga ditautkan ke email, ga ss qr ini makin aneh deh aplikasi tolong kembalikan tautkan nomernya saya udah pake line 2011an",0
tolong permudah agar bisa login pakai nomer hp lagi dong! jd susah skrg,0
top,1
"tolongggg line kenapa gabisa login pake no hp?ini byk data data penting loh di akun lama, knapa gabisa login kaya dulu?tlg bgt di perbaiki ini mah, mau nangis bgt byk data kerjaan,file, apalagi kontak""jg sgt penting,tolong lah yg bener",0
plis anjingggggk gw mau login susah,0
daftar/login lewat google gak loading terus anehh,0
"tolong saya mau login ke akun saya tidak bisa, ada hal penting didalam nya",1
ga bisa l9gin lewat nmr hp gimna siperbaikin dogk,0
Sudah gak bisa login pakai nomor hp. Login pakai email keterangannya tidak tertaut. Padahal disitu banyak sekali data2. Ayo donk line kembalikan lagi fitur login dg no hp .,0
"Tidak bisa login dengan nomor hp apalagi pake yahoo, coba login di komputer pake nomor hp bisa tapi accept nya di line yg di hp, sementara login di hp ga bisaa. Aneh dan ribet banget. Tolong di permudah lagi untuk login nya",0
tolong balikin fitur line vroom/ timeline donggg:( padahal aku suka bgt sm line tp sayang bgt fiturnya dihapus 😔,1
bagus,1
"Gabisa daftar menggunakan google, udah nunggu 5 menit masih loading mulu",0
"Login Dipersulit, Gak jelas makin lama aplikasi Line!",0
kenapa sekarang tidak bisa login menggunakan nomor HP. Ini bagaimana solusinya.?,1
"kenapa tidak ada update lagi di tahun 2026 ini? aplikasi lain melakukan update paling engga 1 bulan sekali, line kenapa udah 1 tahun tidak ada update aplikasi???",1
"Gak bisa login pake nomor indo, ngapain juga apk nya tersedia di wilayah indo",0
jdi susah login nya,0
GK bisa daptar,0
jelek banget sekarang gak bisa log in pake no hp indo,0
"Login aja dipersulit, Ganti password dipersulit, login pake no.hp GK bisa.. Terus mau nya apa sih?",0
tolong kembalikan supaya bisa login dengan nomer indonesia,0
"dear LINE, 21 Mei 2026, perhari ini akun getrich sya logout sendiri, pdhl kemarin masih bsa digunakan, ketika hari ini sya mau login malah sudah logout otomatis, sya cba login ulang dengan tautan LINE, knp tidak bisa, pdhl sblmnya masih bsa dan ketika mau login pke no hp dan email kenapa jg tidak bisa, ini maksudnya gmn kenapa jdi dipersulit sya pengguna lama dan akun getrich sya jgn sampe hilang, tolong perbaiki terima kasih",0
bingung,1
Bagus banget,1
"sangat menyulitkan untuk log in ke akun lama, log in with phone number udah ga bisa, seharusnya diadain log in with email dong... terus juga, udah bener milih gmail yang ditautin malah ada tulisannya ""tidak tertaut"" gimana sih?? jelek banget sekarang, menyulitkan pengguna aja.",0
"udah bagus sihh, tapi kayak terlalu banyak yg harus pakai koin tema dan stiker nya😭, coba tambahkan tanda org tsb sedang online, bisr lebij kerenn, sebaiknya banyakin yang gratis (hehe) biar banyak peminat ygg mau main line lagii. terus juga pas mau reply pesan tolong dimudahkan lagi, soalnya kyk susah gitu digeser nya, harus rada effortt🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️",1
"gak bida bisa login pake negara indo, anehh",0
"Bertahun² gak download, akhirnya download lagi kaget banget ternyata sekarang line lebih ""clean"" tampilannya, lebih nyaman buat chat Kalo boleh saran kembalikan fitur timeline yaaa Semoga berjaya lagi, soalnya aku & teman² udah mulai pakai line lagi, karena di line gak sembarang orang bisa spam chat❤️ semoga bisa kerja sama dengan bank, biar kalo ada kode OTP ngirimnya bisa ke line hehe🫶🏻",1
"Thank you for making it difficult for me to log in. I used to log in using Facebook, and now I can't anymore. Thank you, LINE. I spent tens of millions on the Get Rich game, and now what do I get? Yes, loss, all because of this one app",0
thanks you aplikasi brader🙏🍻,1
knapa ga bs login pake no hp lg sih ajg ribet banget data gw di line banyakkkkkkkkk,0
semoga sukses...,1
tiga dulu baru mau coba lagi sekian lama tidak pakai lene,1
engkaulah apl plg lucu...,1
"data semua hilang gak bisa login pake nomor hp, udah abis abisan topup game buat let's get rich padahal, ampas bener line",0
ini gak bisa login pake nomer hp indo lagi parah banget,0
"susah banget nyari foto vidio kenangan gua dlu ,,ngga seru seperti dlu aplikasi line ini,,,gua pengen unduh soal nya hp gua ilang",0
Mengapa saya tidak bisa log in menggunakan perangkat yang sama ? Apakah ingatan LINE ada masalah???,0
TOLONG BUAT LOGIN FACEBOOK AKUN SAYA TERKAIT DI FB KEMBALIKAN LOGIN AKUN LINE VIA FACEBOOK,0
"dipersulit buat login lagi, login pake nomor telepon malah tidak bisa dilakukan lagi di negara anda, pake email, email tidak tertaut",0
saya tidak bisa masuk aplikasi asal saya masuk aplikasi selalu di tolak,0
"line berhenti. mengerti, an.roni,st.",1
"Please don't make the login process complicated and don't use a method that requires permission from the main device. How do you get your account back if you don't have the old device, for example, if your phone was stolen? Think about it more carefully don't be stupid LOL",0
tolong kembalikan fitur simpan video di note,0
"pengguna lama gak bisa login, login nya ribet gak bisa pakai nomor tlp. Pakai email pun gak bisa, keterangan selalu tidak tertaut",0
"apl ga jelas. mau login load akun google nya lama bgt padahal sinyal aman, pake no telp ga bisa alasan region. versi juga udah paling baru. Apalah ga jelas",0
"sudah seharian aku coba login dengan no. tlp atau email gak bisa, sudah laporan di web gak selesaiin masalah, sudah dm line indonesia, tidak ada jawaban. susah sekali untuk login",0
"tidak berguna, sekarang tidak bisa login pada no hp . padahal saya sudah pakai LINE belasan tahun kecewa",0
parah bgt login No.hp udh ga bisa,0
"saya sdh lama menggunakan line kurg lebih 7thn saya loging dgn nomer hp tp pas hp saya eror trus upgrade sangat kecewa sekali setelah tau TDK BS lagi loging ke line dgn menggunakan nomer hp ,tlong dong line perbaiki LG dan harapan kami semua agar BS LG loging dgn nomer hp soalnya byk hal penting diakun line yg lama JD kami semua mhn BS LG loging dgn nomer hp tolong pihak line diprtimbngkn LG trimakasih",0
